Freebase_ID	Year_of_Birth	Name	Place_of_Birth
#9202a8c04000641f800000001eea177a		Princess Hermine of Waldeck-Pyrmont	
#9202a8c04000641f8000000015365f3b	1867-11-08	Prince Gottfried von Hohenlohe-Schillingsfürst	Vienna
#9202a8c04000641f800000002068157e		Emanuel Alfred	
#9202a8c04000641f80000000137d55e2	1904-04-13	Princess Rosemary of Salm-Salm	Potsdam
#9202a8c04000641f8000000000684cf5	1905-05-03	Albrecht, Duke of Bavaria	Munich
#9202a8c04000641f8000000008021d3d	1922-03-28	Prince Heinrich of Bavaria	Lenggries
#9202a8c04000641f80000000008efd88	1923-05-23	Princess Irmingard of Bavaria	
#9202a8c04000641f8000000007b75db2	1926-05-24	Prince Rasso of Bavaria	
#9202a8c04000641f800000000765e074	1913-06-22	Prince Ludwig of Bavaria	Nymphenburg Palace
#9202a8c04000641f800000002065b7a3		Alice Ankarcrona	
#9202a8c04000641f80000000007c7485	1885-10-21	Nevada Stoody Hayes	Sandyville
#9202a8c04000641f800000000b4fc991	1850-07-28	Theresa of Liechtenstein	Liechtenstein Castle
#9202a8c04000641f8000000006f96aae	1884-06-24	Prince Heinrich of Bavaria	Munich
#9202a8c04000641f800000000766780d	1609	Jakub Wejher	
#9202a8c04000641f8000000000617169	1677	Teofilia Sieniawska	
#9202a8c04000641f80000000006170cf	1708	Marianna Jabłonowska	
#9202a8c04000641f8000000000499a8c	1579	Stanisław "Rewera" Potocki	Pidhaitsi
#9202a8c04000641f80000000006bba5b	1850	Artur Władysław Potocki	Krzeszowice
#9202a8c04000641f800000000046cc80	1563	Marcin Kazanowski	
#9202a8c04000641f8000000000a6394f	1546	Jan Opaliński	
#9202a8c04000641f80000000004c956b	1612	Łukasz Opaliński	
#9202a8c04000641f800000001e533eed	1667-09-02	Frederick Adolphus, Count of Lippe-Detmold	
#9202a8c04000641f8000000005b30cab	1793-11-06	Friedrich Günther, Prince of Schwarzburg-Rudolstadt	Rudolstadt
#9202a8c04000641f800000001e7935c7		Ludowika Margaretha of Zweibrücken-Bitsch	Ingwiller
#9202a8c04000641f800000001e7a0af7		Philip V, Count of Hanau-Lichtenberg	Bouxwiller
#9202a8c04000641f800000000940e67c	1610-08-23	Susanna Margarete of Anhalt-Dessau	
#9202a8c04000641f800000001f738ab9		Philip I, Count of Hanau-Lichtenberg	
#9202a8c04000641f800000001f458b8f		Ernest of Hesse-Philippsthal	Philippsthal
#9202a8c04000641f80000000205b541f		Duchess Ernestine Albertine of Saxe-Weimar	
#9202a8c04000641f80000000047ed746	1817-08-01	Adolf I, Prince of Schaumburg-Lippe	Bückeburg
#9202a8c04000641f800000002065b582		Ferdinand Ahlefeldt	
#9202a8c04000641f8000000020686ea2		Prince Kazanowski	
#9202a8c04000641f800000002068e7a7		Count Ostroróg	
#9202a8c04000641f80000000006beb25	1786	Dominik Hieronim Radziwiłł	
#9202a8c04000641f8000000000cce0c4	1594	Ilya Miloslavsky	
#9202a8c04000641f8000000005b3072a	1798-04-30	Albert, Prince of Schwarzburg-Rudolstadt	Rudolstadt
#9202a8c04000641f8000000020592861		Folka	
#9202a8c04000641f800000001e3934e1	1380	Enno Edzardisna	
#9202a8c04000641f8000000012e36a6d	1460-06-01	Enno I of East Frisia	
#9202a8c04000641f800000001e15f7b1	1408	Uko Fockena	
#9202a8c04000641f800000001efad4c7	1542-10-14	Philip IV, Count of Nassau-Weilburg	Weilburg
#9202a8c04000641f800000001efafa6f		Charles, Prince of Nassau-Usingen	Usingen
#9202a8c04000641f800000001f7542d3		William Henry, Prince of Nassau-Saarbrücken	Usingen
#9202a8c04000641f800000000905a0bf	1899-01-18	Princess Marie Melita of Hohenlohe-Langenburg	Langenburg
#9202a8c04000641f800000001dc0d3c9	1876	Duchess Elsa of Württemberg	Stuttgart
#9202a8c04000641f80000000007374ab	1886-07-05	Prince Ioann Constantinovich of Russia	Saint Petersburg
#9202a8c04000641f80000000055d0ca9	1892-11-27	Prince Oleg Constantinovich of Russia	Saint Petersburg
#9202a8c04000641f80000000055d0fe2	1906-04-24	Princess Vera Constantinovna of Russia	Pavlovsk
#9202a8c04000641f800000000078f74a	1887-07-15	Prince Gabriel Constantinovich of Russia	Pavlovsk
#9202a8c04000641f80000000055d0ea3	1903-05-06	Prince Georgy Konstantinovich of Russia	Saint Petersburg
#9202a8c04000641f8000000000772b20	1890-01-23	Princess Tatiana Constantinovna of Russia	Saint Petersburg
#9202a8c04000641f800000000073756f	1894-06-10	Prince Igor Constantinovich of Russia	Saint Petersburg
#9202a8c04000641f8000000000753bcc	1891-01-01	Prince Constantine Constantinovich of Russia	Saint Petersburg
#9202a8c04000641f800000000734e1de	1905	Princess Natalia Konstantinovna of Russia	
#9202a8c04000641f800000001467f89d	1897	Nikolaus, Hereditary Grand Duke of Oldenburg	Oldenburg
#9202a8c04000641f8000000013a3dcd8	1903-05-19	Duchess Altburg of Oldenburg	Oldenburg
#9202a8c04000641f800000001dc1950a		Karolina Barcsay de Nagy-Barcsa	
#9202a8c04000641f800000001dc19510		Gregor Baron von Inczedy de Nagy-Varad	
#9202a8c04000641f8000000014694bb8	1877-12-19	Princess Pauline of Württemberg	Stuttgart
#9202a8c04000641f8000000020678c1e		Elisabeth Strickrodt	
#9202a8c04000641f800000002068f0e3		Editha Marwitz	
#9202a8c04000641f8000000004776551	1941-12-03	Eduard, Duke of Anhalt	Ballenstedt
#9202a8c04000641f8000000005631797	1938-04-11	Friedrich, Hereditary Prince of Anhalt	Ballenstedt
#9202a8c04000641f800000000004d39d	1799-07-04	Oscar I of Sweden	Paris
#9202a8c04000641f8000000000c5943f	1889-04-20	Prince Erik, Duke of Västmanland	Stockholm
#9202a8c04000641f80000000000b1d07	1882-11-11	Gustaf VI Adolf of Sweden	Stockholm
#9202a8c04000641f8000000000246dad	1884-06-17	Prince Wilhelm, Duke of Södermanland	Tullgarn Palace
#9202a8c04000641f80000000003a159c	1901-03-28	Princess Märtha of Sweden	Arvfurstens palats
#9202a8c04000641f8000000000247bbd	1911-01-10	Prince Carl Bernadotte	Stockholm
#9202a8c04000641f8000000016f2a817	1858-10-24	Ebba Bernadotte	
#9202a8c04000641f8000000000088538	1895-01-02	Folke Bernadotte	Stockholm
#9202a8c04000641f800000000087b780	1896-03-28	Nadejda Mountbatten, Marchioness of Milford Haven	London
#9202a8c04000641f800000000087b706	1892-09-09	Anastasia de Torby	Russian Empire
#9202a8c04000641f8000000007d4518b	1896-05-13	Josias, Hereditary Prince of Waldeck and Pyrmont	Bad Arolsen
#9202a8c04000641f8000000014667003		Princess Helena of Waldeck and Pyrmont	Bad Arolsen
#9202a8c04000641f800000001471dac2	1845-11-17	Alexis, Prince of Bentheim and Steinfurt	Steinfurt
#9202a8c04000641f8000000013a2dcde		Alexander, Prince of Erbach-Schönberg	
#9202a8c04000641f8000000013a2a44a		George Louis, Prince of Erbach-Schönberg	Bad König
#9202a8c04000641f8000000000cb8d8b	1868-11-21	Duke Peter Alexandrovich of Oldenburg	Saint Petersburg
#9202a8c04000641f800000001b60759c	1881-11-13	Alexander Georgievich, 7th Duke of Leuchtenberg	Saint Petersburg
#9202a8c04000641f800000000008e683	1909-04-30	Juliana of the Netherlands	The Hague
#9202a8c04000641f800000001dbfcdfd		Henry VII, Prince Reuss of Köstritz	Klipphausen
#9202a8c04000641f8000000018eb0739	1878-03-04	Prince Heinrich XXXII Reuss of Köstritz	Constantinople
#9202a8c04000641f8000000018c76a52		Princess Pauline of Saxe-Weimar-Eisenach	Stuttgart
#9202a8c04000641f8000000004625e30	1876-06-10	William Ernest, Grand Duke of Saxe-Weimar-Eisenach	Weimar
#9202a8c04000641f800000001734c356		Prince Bernhard of Saxe-Weimar-Eisenach	Weimar
#9202a8c04000641f8000000006aea24c	1885-05-21	Sophie of Schönburg-Waldenburg	Potsdam
#9202a8c04000641f80000000146a127f		Carol Victor, Hereditary Prince of Albania	Potsdam
#9202a8c04000641f8000000005768ad8	1879-05-19	Feodora of Saxe-Meiningen	Potsdam
#9202a8c04000641f8000000019282a5c		Princess Marianne of Prussia	Kamieniec Ząbkowicki
#9202a8c04000641f800000002064b73e		Marie Sulzer	
#9202a8c04000641f8000000020681f1a		Kornelia Stockhammer	
#9202a8c04000641f80000000007fa63e	1882-09-09	Henry Lascelles, 6th Earl of Harewood	London
#9202a8c04000641f80000000001e0426	1923-02-07	George Lascelles, 7th Earl of Harewood	Harewood House
#9202a8c04000641f80000000007a5b88	1924-08-21	Gerald Lascelles	Goldsborough Hall
#9202a8c04000641f80000000001add14	1906-12-13	Princess Marina, Duchess of Kent	Athens
#9202a8c04000641f80000000001ad0a6	1936-12-25	Princess Alexandra, The Honourable Lady Ogilvy	Belgrave Square
#9202a8c04000641f80000000001adada	1942-07-04	Prince Michael of Kent	Iver
#9202a8c04000641f80000000001ad56c	1935-10-09	Prince Edward, Duke of Kent	Belgrave Square
#9202a8c04000641f800000000005cfb6	1896-06-19	Wallis, The Duchess of Windsor	Blue Ridge Summit
#9202a8c04000641f8000000000147b8a	1944-08-26	Prince Richard, Duke of Gloucester	Barnwell Manor
#9202a8c04000641f80000000001b3564	1941-12-18	Prince William of Gloucester	Barnet
#9202a8c04000641f800000000091a67e	1873-04-08	Margaret Cambridge, Marchioness of Cambridge	
#9202a8c04000641f80000000206859c3		Dorothy Isabel Westenra Hastings	
#9202a8c04000641f80000000006138ee	1924-09-24	Lady Mary Whitley	
#9202a8c04000641f800000000020713e	1900-03-08	Henry Abel Smith	
#9202a8c04000641f8000000005534200	1932-07-28	Anne Liddell-Grainger	
#9202a8c04000641f8000000005b2ebe9	1933-10-11	Richard Abel Smith	
#9202a8c04000641f800000002066914b		Prince Julius Ernst of Lippe	
#9202a8c04000641f800000002067c3a5		Count George Jametel	
#9202a8c04000641f800000001537b3b9	1917	Prince Ernst August of Lippe	Dresden
#9202a8c04000641f8000000000c1cb48	1871-06-29	Danilo, Crown Prince of Montenegro	Cetinje
#9202a8c04000641f800000000007bd28	1903-07-02	Olav V of Norway	Sandringham House
#9202a8c04000641f80000000001d5515	1849-11-10	Alexander Duff, 1st Duke of Fife	Edinburgh
#9202a8c04000641f80000000001b09ab	1891-05-17	Princess Alexandra, Duchess of Fife	Richmond upon Thames
#9202a8c04000641f80000000001d5d31	1893-04-03	Princess Maud of Fife	Richmond upon Thames
#9202a8c04000641f80000000004a556d	1895-07-15	Princess Irina Alexandrovna of Russia	Peterhof
#9202a8c04000641f800000000737c61d	1897-01-24	Prince Andrei Alexandrovich of Russia	Saint Petersburg
#9202a8c04000641f80000000055cb117	1900-01-16	Prince Nikita Alexandrovich of Russia	Saint Petersburg
#9202a8c04000641f80000000056e2cba	1902-11-02	Prince Rostislav Alexandrovich of Russia	Crimea
#9202a8c04000641f80000000083992df	1901-08-15	Prince Dmitri Alexandrovich of Russia	Gatchina
#9202a8c04000641f80000000083b2f9d	1907-07-07	Prince Vasili Alexandrovich of Russia	Gatchina
#9202a8c04000641f80000000083bd0a2	1898-12-23	Prince Feodor Alexandrovich of Russia	Saint Petersburg
#9202a8c04000641f8000000000084fc8	1880-06-27	Natalia Brasova, Countess Brasova	Moscow
#9202a8c04000641f8000000000cba2c6	1910-08-06	George Mikhailovich, Count Brasov	Moscow
#9202a8c04000641f800000000b53dc17	1881-11-11	Nikolai Kulikovsky	Ukraine
#9202a8c04000641f800000001e12a0b0	1917-08-25	Tikhon Nikolaevich	Russia
#9202a8c04000641f800000001e12a0b7	1919-04-23	Guri Nikolaevich	Russia
#9202a8c04000641f80000000003daf3d	1895-11-15	Grand Duchess Olga Nikolaevna of Russia	Tsarskoye Selo
#9202a8c04000641f800000000007e7e2	1897-06-10	Grand Duchess Tatiana Nikolaevna of Russia	Peterhof
#9202a8c04000641f8000000000577189	1899-06-26	Grand Duchess Maria Nikolaevna of Russia	Peterhof
#9202a8c04000641f8000000000088121	1901-06-18	Grand Duchess Anastasia Nikolaevna of Russia	Peterhof
#9202a8c04000641f800000000014a37f	1904-08-12	Alexei Nikolaevich, Tsarevich of Russia	Peterhof
#9202a8c04000641f80000000002ea92b	1891-09-18	Grand Duke Dmitri Pavlovich of Russia	Ilyinskoe, Russia
#9202a8c04000641f800000000476e7fa	1890-04-18	Grand Duchess Maria Pavlovna of Russia	Saint Petersburg
#9202a8c04000641f8000000004855841	1881-11-01	Perikles Ioannidis	
#9202a8c04000641f8000000007350509	1901-06-20	Princess Nina Georgievna of Russia	Russian Empire
#9202a8c04000641f8000000000d5aaf9	1903-08-22	Princess Xenia Georgievna of Russia	Russian Empire
#9202a8c04000641f80000000006f65a0	1882-01-17	Grand Duchess Elena Vladimirovna of Russia	Saint Petersburg
#9202a8c04000641f80000000002207fd	1903-06-11	Princess Olga of Greece and Denmark	Athens
#9202a8c04000641f800000000079055d	1904-05-24	Princess Elizabeth of Greece and Denmark	Tatoi
#9202a8c04000641f800000000061441d	1882-07-02	Princess Marie Bonaparte	Saint-Cloud
#9202a8c04000641f8000000000cd7d73	1910-02-10	Princess Eugénie of Greece and Denmark	Paris
#9202a8c04000641f8000000000e51834	1908-12-03	Prince Peter of Greece and Denmark	Paris
#9202a8c04000641f80000000006640ae	1892-09-13	Princess Viktoria Luise of Prussia	Potsdam
#9202a8c04000641f800000000034af3c	1917-04-18	Frederica of Hanover	Blankenburg am Harz
#9202a8c04000641f80000000005c9357	1914-03-18	Ernest Augustus IV, Prince of Hanover	Braunschweig
#9202a8c04000641f8000000000e99573	1915-03-25	Prince George William of Hanover	Braunschweig
#9202a8c04000641f8000000008cff0ff	1919	Prince Christian Oscar of Hanover	Gmunden
#9202a8c04000641f8000000008d11892	1923	Prince Welf Henry of Hanover	Gmunden
#9202a8c04000641f8000000000cb8ab4	1902-08-01	Princess Marie Alexandra of Baden	Salem, Bodensee
#9202a8c04000641f80000000206685eb		Jørgen Castenskiold	
#9202a8c04000641f800000000043ee42	1898-02-20	Christian, Prince of Schaumburg-Lippe	Sopron
#9202a8c04000641f8000000004686a80	1910-07-03	Princess Feodora of Denmark	Copenhagen
#9202a8c04000641f8000000009418878	1912-04-27	Princess Caroline-Mathilde of Denmark	
#9202a8c04000641f800000000961dc53	1914-12-12	Princess Alexandrine-Louise of Denmark	Copenhagen
#9202a8c04000641f800000000961e0b5	1923-03-10	Count Oluf of Rosenborg	Copenhagen
#9202a8c04000641f800000000963c2fa	1919-02-24	Prince Gorm of Denmark	
#9202a8c04000641f8000000000a489a0	1926-08-06	Maurice, Landgrave of Hesse	Royal Palace of Racconigi
#9202a8c04000641f80000000009529c5	1927-10-30	Prince Heinrich of Hesse-Kassel	
#9202a8c04000641f8000000013130dea		Princess Charlotte of Saxe-Altenburg	Potsdam
#9202a8c04000641f800000000467eb73	1900-05-13	Prince Georg Moritz of Saxe-Altenburg	Potsdam
#9202a8c04000641f800000001efb666b	1885-03-03	Princess Antoinette of Anhalt	
#9202a8c04000641f800000002065b3d5		Marie von Carlowitz	
#9202a8c04000641f80000000047ecc67	1846-10-10	Georg, Prince of Schaumburg-Lippe	Bückeburg
#9202a8c04000641f80000000047ecaba	1883-02-23	Adolf II, Prince of Schaumburg-Lippe	Stadthagen
#9202a8c04000641f800000000481bf83	1887-04-19	Wolrad, Prince of Schaumburg-Lippe	Stadthagen
#9202a8c04000641f800000001982aeac	1906-06-05	Prince Friedrich Christian of Schaumburg-Lippe	Bückeburg
#9202a8c04000641f800000001e939e1a	1870-06-22	Countess Adelaide of Lippe-Biesterfeld	
#9202a8c04000641f8000000000e328ad	1892-10-11	Georg III, Duke of Saxe-Meiningen	Kassel
#9202a8c04000641f8000000000e3f2ad	1901-06-30	Bernhard IV Friedrich Julius Heinrich, Duke of Saxe-Meiningen	Cologne
#9202a8c04000641f8000000013a1f581	1891-08-16	Princess Adelaide of Saxe-Meiningen	Kassel
#9202a8c04000641f8000000016b3d2fb		Princess Feodora of Saxe-Meiningen	Hanover
#9202a8c04000641f80000000047badbf	1700	Countess Katharina Dorothea Finck of Finckenstein	Szymbark, Warmian-Masurian Voivodeship
#9202a8c04000641f80000000205ed11c		Dorothea Fredericka of Sonnenberg	
#9202a8c04000641f80000000205ed128		Ernestine Charlotte of Sonnenberg	
#9202a8c04000641f800000000927952b	1735-08-15	Frederick Albert, Prince of Anhalt-Bernburg	Bernburg
#9202a8c04000641f8000000000b7682a	1906-08-02	Johann Leopold, Hereditary Prince of Saxe-Coburg and Gotha	Germany
#9202a8c04000641f8000000000709f72	1908-01-18	Princess Sibylla of Saxe-Coburg and Gotha	Gotha
#9202a8c04000641f8000000000b7676b	1912-06-22	Princess Caroline Mathilde of Saxe-Coburg and Gotha	Coburg
#9202a8c04000641f80000000009a3a67	1918-11-29	Friedrich Josias, Prince of Saxe-Coburg and Gotha	
#9202a8c04000641f80000000100a5d89	1909-08-24	Prince Hubertus of Saxe-Coburg and Gotha	Germany
#9202a8c04000641f800000000907ad5e	1922-04-30	Peter, Duke of Schleswig-Holstein	Schleswig
#9202a8c04000641f8000000009d548cb	1927-07-09	Princess Marie Alexandra of Schleswig-Holstein-Sonderburg-Glücksburg	Schleswig
#9202a8c04000641f800000000927c10e	1917-05-12	Hans Albrecht, Hereditary Prince of Schleswig-Holstein	Schleswig
#9202a8c04000641f8000000000664858	1887-01-29	Prince August Wilhelm of Prussia	Potsdam
#9202a8c04000641f80000000206720cd		Arnold Rümann	
#9202a8c04000641f800000001d04e986		Prince Alexander Ferdinand of Prussia	
#9202a8c04000641f800000001007c0ca	1921-03-13	Countess Viktoria-Luise of Solms-Baruth	Kasel-Golzig
#9202a8c04000641f8000000006afbbae	1961-04-29	Prince Heinrich Julius of Hanover	Hanover
#9202a8c04000641f8000000008d18d2e	1952-11-26	Countess Marie of Hochberg	Hanover
#9202a8c04000641f8000000008d1cb3d	1959-02-18	Alexandra, Princess of Leiningen	Hanover
#9202a8c04000641f8000000008d2ded0	1955-11-21	Prince Ludwig Rudolph of Hanover	Hanover
#9202a8c04000641f8000000008ecb96f	1958	Princess Olga of Hanover	Hanover
#9202a8c04000641f80000000001fed6a	1954-02-26	Ernst August V, Prince of Hanover	Hanover
#9202a8c04000641f800000001e86b174	1946-10-11	Princess Irene Olga Adelheid of Schleswig-Holstein-Sonderburg-Glücksburg	
#9202a8c04000641f800000001e86b15f	1948-02-10	Princess Margaretha Friederike Luise of Schleswig-Holstein-Sonderburg-Glücksburg	
#9202a8c04000641f800000001e86b166	1945-09-10	Princess Elisabeth Marie Alexandra of Schleswig-Holstein-Sonderburg-Glücksburg	
#9202a8c04000641f800000001e86b16d	1955-09-11	Princess Sibylla Ursula Ortrude of Schleswig-Holstein-Sonderburg-Glücksburg	
#9202a8c04000641f8000000000664872	1883-07-07	Prince Eitel Friedrich of Prussia	Potsdam
#9202a8c04000641f80000000006647ce	1888-07-27	Prince Oskar of Prussia	Potsdam
#9202a8c04000641f8000000000664865	1884-07-14	Prince Adalbert of Prussia	Potsdam
#9202a8c04000641f8000000000077179	1808-04-20	Napoleon III of France	Paris
#9202a8c04000641f80000000008492b9	1804-10-11	Napoleon Louis Bonaparte	Paris
#9202a8c04000641f80000000008493e6	1802-10-10	Napoleon Charles Bonaparte	Paris
#9202a8c04000641f80000000001794c4	1771-12-26	Julie Clary	Marseille
#9202a8c04000641f8000000000849570	1802-10-31	Charlotte Napoléone Bonaparte	Paris
#9202a8c04000641f80000000009e93ce	1801-07-08	Zénaïde Laetitia Julie Bonaparte	
#9202a8c04000641f8000000008dfd56b	1778	Alexandrine de Bleschamp	
#9202a8c04000641f8000000012e58f27	1773-07-03	Christine Boyer	Saint-Maximin-la-Sainte-Baume
#9202a8c04000641f800000000007710b	1815-10-11	Pierre Napoleon Bonaparte	Rome
#9202a8c04000641f80000000001f842f	1803-05-24	Charles Lucien Bonaparte	Paris
#9202a8c04000641f8000000000077117	1813-01-04	Louis Lucien Bonaparte	
#9202a8c04000641f80000000006ca65f	1762-05-08	Felice Pasquale Baciocchi	Corsica
#9202a8c04000641f8000000012e53382	1806	Elisa Napoléone Baciocchi	
#9202a8c04000641f80000000001695f4	1772-03-17	Charles Leclerc	Pontoise
#9202a8c04000641f80000000047a7447	1775-07-19	Camillo Filippo Ludovico Borghese	Rome
#9202a8c04000641f80000000001e49f4	1767-03-25	Joachim Murat	Labastide-Murat
#9202a8c04000641f800000002067029d		Francesco Macdonald	
#9202a8c04000641f8000000000c35b1d	1801-01-21	Prince Achille Murat	Paris
#9202a8c04000641f80000000057c5ae0	1803-05-16	Prince Napoleon Lucien Charles Murat	Milan
#9202a8c04000641f8000000000076de9	1812-04-02	Susan May Williams	
#9202a8c04000641f8000000000076d68	1851-06-09	Charles Joseph Bonaparte	Baltimore
#9202a8c04000641f8000000000076d5c	1830-11-05	Jerome Napoleon Bonaparte II	Baltimore
#9202a8c04000641f800000002064679e		Marie Grathwohl	
#9202a8c04000641f8000000005b0a342	1832-12-17	Princess Victor of Hohenlohe-Langenburg	
#9202a8c04000641f8000000005612757	1863-01-15	Lord Edward Gleichen	
#9202a8c04000641f8000000012e56fc1	1873-02-01	Lady Helena Gleichen	London
#9202a8c04000641f8000000005b0a6a7	1861-12-20	Lady Feodora Gleichen	
#9202a8c04000641f8000000018c6302f	1866	Emich, 5th Prince of Leiningen	Isle of Wight
#9202a8c04000641f80000000001c66cc	1825-11-12	Julia von Hauke	Warsaw
#9202a8c04000641f800000001e83a088	1890-07-04	Lady Irene Denison	
#9202a8c04000641f800000001d0686f4	1920-01-13	Lady Iris Mountbatten	London
#9202a8c04000641f800000000036f871	1916-10-31	Carl Johan Bernadotte	Stockholm
#9202a8c04000641f8000000000245650	1906-04-22	Prince Gustav Adolf, Duke of Västerbotten	Stockholm Palace
#9202a8c04000641f80000000002456d0	1912-02-28	Prince Bertil, Duke of Halland	Stockholm
#9202a8c04000641f800000000036f845	1907-06-07	Sigvard Bernadotte	Stockholm
#9202a8c04000641f800000000011df63	1910-03-28	Ingrid of Sweden	Stockholm
#9202a8c04000641f80000000001c1dcb	1914	Prince Alastair, Duke of Connaught and Strathearn	Mayfair, London
#9202a8c04000641f80000000001b4a95	1919-12-21	Alexander Ramsay of Mar	
#9202a8c04000641f80000000003e1295	1876-10-12	Grand Duke Cyril Vladimirovich of Russia	Saint Petersburg
#9202a8c04000641f80000000006fbb90	1895-03-11	Princess Elisabeth of Hesse	Darmstadt
#9202a8c04000641f800000000478716a	1909-05-09	Grand Duchess Kira Kirillovna of Russia	Paris
#9202a8c04000641f800000000054bf34	1917-08-30	Grand Duke Vladimir of Russia	Porvoo
#9202a8c04000641f80000000003bd2d1	1913	Prince Mircea of Romania	Bucharest
#9202a8c04000641f80000000003bd43b	1909-01-05	Princess Ileana of Romania	Bucharest
#9202a8c04000641f800000000004a401	1893-10-15	Carol II of Romania	Sinaia
#9202a8c04000641f80000000001a604c	1900-01-06	Maria of Yugoslavia	Gotha
#9202a8c04000641f800000000038ab0f	1894-10-12	Elisabeth of Romania	Peleş Castle
#9202a8c04000641f80000000003bd5e6	1903	Prince Nicholas of Romania	Peleş Castle
#9202a8c04000641f800000000058f8de	1928-01-19	Prince Tomislav of Yugoslavia	Belgrade
#9202a8c04000641f8000000000b76d27	1929-06-28	Prince Andrej of Yugoslavia	
#9202a8c04000641f8000000005656bd3	1896-11-27	Prince Sigismund of Prussia	Kiel
#9202a8c04000641f8000000004779425	1889-03-20	Prince Waldemar of Prussia	Kiel
#9202a8c04000641f80000000004ef4eb	1900-01-09	Prince Heinrich of Prussia	Kiel
#9202a8c04000641f8000000005655502	1871-09-17	Eleonore of Solms-Hohensolms-Lich	Lich
#9202a8c04000641f8000000000d91b8d	1908-11-20	Prince Louis of Hesse and by Rhine	Darmstadt
#9202a8c04000641f800000000479a709	1859-07-20	Prince Adolf of Schaumburg-Lippe	Bückeburg
#9202a8c04000641f8000000005b48092	1887-12-17	Hermine Reuss	Greiz
#9202a8c04000641f8000000000be6f94	1868-06-04	Anastasia of Montenegro	Cetinje
#9202a8c04000641f8000000000be70d6	1866-07-14	Milica of Montenegro	Cetinje
#9202a8c04000641f800000000734e144	1892-03-11	Princess Marina Petrovna of Russia	Nice
#9202a8c04000641f800000000734e0cb	1898-03-03	Princess Nadejda Petrovna of Russia	
#9202a8c04000641f800000000733a3ac	1896-10-17	Prince Roman Petrovich of Russia	Peterhof
#9202a8c04000641f8000000000737735	1865-12-02	Olga Valerianovna Paley	Saint Petersburg
#9202a8c04000641f80000000006ec056	1897-01-09	Vladimir Pavlovich Paley	Saint Petersburg
#9202a8c04000641f80000000055c6f3b	1903-12-21	Irina Pavlovna Paley	Paris
#9202a8c04000641f800000000073777a	1905-12-05	Natalia Pavlovna Paley	Paris
#9202a8c04000641f800000000477fb1f	1877-11-24	Grand Duke Boris Vladimirovich of Russia	Tsarskoye Selo
#9202a8c04000641f800000000477fa2d	1879-05-14	Grand Duke Andrei Vladimirovich of Russia	Tsarskoye Selo
#9202a8c04000641f80000000057df04f	1842-11-11	Countess Alexandra Vasilievna Zhukavskaya	Düsseldorf
#9202a8c04000641f80000000057dee55	1871-11-26	Count Alexei Belevsky-Zhukovsky	Salzburg
#9202a8c04000641f8000000008e7f678	1890-10-03	Sergei Obolensky	Saint Petersburg
#9202a8c04000641f8000000000444fa5	1696-04-26	Michał Fryderyk Czartoryski	Warsaw
#9202a8c04000641f8000000000608641	1775	Stanisław Kostka Zamoyski	
#9202a8c04000641f8000000000609d36	1803	Władysław Stanisław Zamoyski	
#9202a8c04000641f800000000062beb7	1800	Andrzej Artur Zamoyski	Vienna
#9202a8c04000641f8000000000609650	1799	Konstanty Zamoyski	Vienna
#9202a8c04000641f80000000006085dc	1810	Zdzisław Zamoyski	
#9202a8c04000641f8000000006bbd63b	1893-06-28	August Zamoyski	Jabłoń
#9202a8c04000641f800000000061ce97	1828	Jerzy Konstanty Czartoryski	Dresden
#9202a8c04000641f80000000004c5acf	1673	Stanisław Ernest Denhoff	Kościerzyna
#9202a8c04000641f80000000146672da	1669	Elżbieta Sieniawska	Końskowola
#9202a8c04000641f8000000000499801	1666	Adam Mikołaj Sieniawski	Lviv
#9202a8c04000641f800000000049911e	1736	Elżbieta Czartoryska	
#9202a8c04000641f8000000018c45660		Heinrich LXVII, Prince Reuss Younger Line	Schleiz
#9202a8c04000641f8000000018c5fb34		Heinrich XLV, Hereditary Prince Reuss Younger Line	Saalburg-Ebersdorf
#9202a8c04000641f80000000005511fc	1933-03-03	Lee Radziwill	Southampton
#9202a8c04000641f8000000020647597		Rose de Monléon	
#9202a8c04000641f800000002068d7fe		Grace Maria Kolin	
#9202a8c04000641f80000000005609d0	1960-08-18	Anna Christina Radziwill	New York City
#9202a8c04000641f80000000005608a5	1959-08-04	Anthony Radziwill	Lausanne
#9202a8c04000641f800000001313bf00	1918-12-17	Duchess Woizlawa Feodora of Mecklenburg	Rostock
#9202a8c04000641f800000000c49d1f0	1885	Elisabeth of Stolberg-Rossla	Roßla
#9202a8c04000641f8000000018c4a41f	1856	Princess Marie of Windisch-Graetz	
#9202a8c04000641f8000000018c6ed6b		Duchess Marie Antoinette of Mecklenburg	Venice
#9202a8c04000641f800000000f142713	1882	Duke Paul Frederick of Mecklenburg	Schwerin
#9202a8c04000641f800000000b276254		Hereditary Prince Leopold of Anhalt	
#9202a8c04000641f800000000b27632c		Princess Alexandra of Anhalt	
#9202a8c04000641f8000000005b212db	1860-06-03	Sizzo, Prince of Schwarzburg	Rudolstadt
#9202a8c04000641f8000000005b14359	1901-03-05	Friedrich Günther, Prince of Schwarzburg	Großharthau
#9202a8c04000641f8000000016b27a40		Princess Marie Antoinette of Schwarzburg	Großharthau
#9202a8c04000641f800000002065bb34		Harald van Hedemann	
#9202a8c04000641f80000000206700ce		Prince Heinrich XXXIII Reuss of Köstritz	
